year,month,day,hour,minute,second,Latitude [DD], Longitude [DD],Altitude [m]
2020,1,30,22,26,34,32.124434,34.800984,43.3
2020,1,30,22,27,4,32.124481,34.800921,42.4
2020,1,30,22,27,34,32.124682,34.801055,47.5
2020,1,30,22,28,5,32.12447,34.800917,45.2
2020,1,30,22,28,35,32.124496,34.800863,48
2020,1,30,22,29,5,32.124476,34.801166,47.3
2020,1,30,22,29,35,32.124585,34.801107,49.3
2020,1,30,22,30,6,32.124491,34.801145,45.8
2020,1,30,22,30,36,32.12461,34.800921,45.9
2020,1,30,22,31,6,32.124611,34.800797,43.3
2020,1,30,22,31,37,32.124924,34.800599,50.1
2020,1,30,22,32,7,32.124743,34.801012,49.3
2020,1,30,22,32,37,32.124653,34.800978,47.9
2020,1,30,22,33,8,32.125233,34.800404,58
2020,1,30,22,33,38,32.125046,34.800403,64.8
2020,1,30,22,34,8,32.124684,34.800789,64
2020,1,30,22,34,39,32.124705,34.800684,62.2
2020,1,30,22,35,9,32.12501,34.800779,70.7
2020,1,30,22,35,39,32.125175,34.80065,73.3
2020,1,30,22,36,9,32.12516,34.800507,73.4
2020,1,30,22,36,40,32.124931,34.8007,80.4
2020,1,30,22,37,10,32.124458,34.801129,73.3
2020,1,30,22,37,40,32.125175,34.800634,88.9
2020,1,30,22,38,11,32.124911,34.800757,98.5
2020,1,30,22,38,41,32.124799,34.800894,105.2
2020,1,30,22,39,11,32.124688,34.800885,100.4
2020,1,30,22,39,42,32.124736,34.800861,95.6
2020,1,30,22,40,12,32.124944,34.80083,99.5
2020,1,30,22,40,42,32.124159,34.801264,98.9
2020,1,30,22,41,13,32.124267,34.801522,92.5
2020,1,30,22,41,43,32.124737,34.801102,90.6
2020,1,30,22,42,13,32.123459,34.801234,92.2
2020,1,30,22,42,44,32.123283,34.801389,94.1
2020,1,30,22,43,14,32.12308,34.801571,90.4
2020,1,30,22,44,15,32.124385,34.801502,89.5
2020,1,30,22,44,45,32.124812,34.800675,85.1
2020,1,30,22,45,15,32.124821,34.800654,83.4
2020,1,30,22,45,46,32.124642,34.800908,80.1
2020,1,30,22,46,16,32.124709,34.800798,80
2020,1,30,22,46,46,32.124684,34.800881,77.3
2020,1,30,22,47,16,32.124624,34.800897,80.6
2020,1,30,22,47,47,32.125051,34.800572,84
2020,1,30,22,48,17,32.124392,34.801246,79.1
2020,1,30,22,48,47,32.124852,34.800661,79.9
2020,1,30,22,49,18,32.124722,34.800741,77.8
2020,1,30,22,49,48,32.12464,34.80091,76.2
2020,1,30,22,50,18,32.124341,34.801105,73
2020,1,30,22,50,49,32.124698,34.800979,75.7
2020,1,30,22,51,19,32.124508,34.801111,69.4
2020,1,30,22,51,49,32.124659,34.800959,65.5
2020,1,30,22,52,20,32.124712,34.800934,65.5
2020,1,30,22,52,50,32.1242,34.801224,64.6
2020,1,30,22,53,20,32.124693,34.801068,55.3
2020,1,30,22,53,51,32.124689,34.800829,55
2020,1,30,22,54,51,32.125158,34.800499,55.9
2020,1,30,22,55,21,32.123602,34.801711,54.6
2020,1,30,22,55,52,32.122553,34.801911,62.3
2020,1,30,22,56,22,32.123416,34.801128,62.7
2020,1,30,22,56,52,32.122633,34.801824,66.4
2020,1,30,22,57,23,32.122861,34.801621,76.4
2020,1,30,22,57,53,32.122701,34.801559,81.5
2020,1,30,22,58,23,32.123144,34.801288,80.1
2020,1,30,22,58,54,32.123087,34.801537,79.3
2020,1,30,22,59,24,32.122598,34.802113,85.2
2020,1,30,22,59,54,32.123217,34.80135,85.1
2020,1,30,23,3,27,32.12111,34.803952,83.8
2020,1,30,23,3,57,32.121459,34.805366,79.5
2020,1,30,23,4,27,32.120455,34.806495,79.6
2020,1,30,23,4,57,32.11917,34.806922,74.5
2020,1,30,23,5,28,32.118283,34.808418,75.8
2020,1,30,23,5,58,32.1176,34.809043,72.6
2020,1,30,23,6,59,32.117217,34.809242,74.6
2020,1,30,23,7,29,32.116102,34.809384,73
2020,1,30,23,7,59,32.113832,34.809711,69.2
2020,1,30,23,8,30,32.112641,34.808721,67.6
2020,1,30,23,9,0,32.111369,34.808152,63.9
2020,1,30,23,9,30,32.11097,34.807642,64.7
2020,1,31,1,53,4,32.111237,34.808177,62.8
2020,1,31,1,53,34,32.111161,34.808285,62.8
2020,1,31,1,54,5,32.112408,34.808664,60
2020,1,31,1,54,35,32.114035,34.809504,60.1
2020,1,31,1,55,5,32.115438,34.809651,60.6
2020,1,31,1,55,36,32.117021,34.809429,61.3
2020,1,31,1,56,6,32.117291,34.808613,61.2
2020,1,31,1,56,36,32.116851,34.808092,60.4
2020,1,31,1,57,6,32.117565,34.806605,60.7
2020,1,31,1,57,37,32.118308,34.806667,61.3
2020,1,31,1,58,7,32.116686,34.807651,60.4
2020,1,31,1,58,37,32.116556,34.807812,60.4
2020,1,31,1,59,8,32.116937,34.807672,60.4
2020,1,31,1,59,38,32.116121,34.808759,61.1
2020,1,31,2,0,8,32.116888,34.807503,58.2
2020,1,31,2,0,39,32.118154,34.807076,59.5
2020,1,31,2,1,9,32.117871,34.805494,56.8
2020,1,31,2,1,40,32.118126,34.803639,55.6
2020,1,31,2,2,10,32.11936,34.80355,54.5
2020,1,31,2,2,40,32.11988,34.801877,54.9
2020,1,31,2,3,11,32.120428,34.801339,53.9
2020,1,31,2,3,41,32.121423,34.801057,53.3
2020,1,31,2,4,11,32.1218,34.800015,53.9
2020,1,31,2,4,41,32.121494,34.800042,51.2
2020,1,31,2,6,12,32.122847,34.799957,50.6
2020,1,31,2,6,43,32.123817,34.800331,47.9
2020,1,31,2,7,13,32.123809,34.802409,56.7
2020,1,31,2,7,43,32.124655,34.80067,56
2020,1,31,2,8,14,32.124309,34.801133,55.2
2020,1,31,2,8,44,32.124459,34.801196,51
2020,1,31,2,9,14,32.124505,34.801077,52
2020,1,31,2,9,45,32.124453,34.801082,51.8
2020,1,31,2,10,15,32.124253,34.801013,48.7
2020,1,31,2,10,45,32.124877,34.801012,48
2020,1,31,2,11,16,32.12467,34.80111,48.9
2020,1,31,2,11,46,32.124379,34.801247,53.2
2020,1,31,2,12,16,32.124747,34.801017,54.1
2020,1,31,2,12,47,32.124756,34.800742,55.2
2020,1,31,2,13,17,32.124742,34.800997,54.5
2020,1,31,2,13,47,32.124678,34.800825,51.8
2020,1,31,2,14,18,32.124691,34.800912,53.3
2020,1,31,2,14,48,32.124672,34.800847,53
2020,1,31,2,15,18,32.12448,34.800996,54.7
2020,1,31,2,15,49,32.124543,34.801013,51.9
2020,1,31,2,16,19,32.124557,34.800949,50.3
2020,1,31,2,16,49,32.124636,34.800915,50.4
2020,1,31,2,17,20,32.124642,34.800985,52.8
2020,1,31,2,17,50,32.124683,34.800857,54
2020,1,31,2,18,20,32.124567,34.800876,52.9
2020,1,31,2,18,51,32.124557,34.80099,49.9
2020,1,31,2,19,21,32.124509,34.800937,51.8
2020,1,31,2,19,51,32.124744,34.800918,48.3
2020,1,31,2,20,22,32.124604,34.801044,50.8
2020,1,31,2,20,52,32.124748,34.801078,47.6
2020,1,31,2,21,22,32.124638,34.800874,41
2020,1,31,2,21,53,32.124584,34.801005,41.5
2020,1,31,2,22,23,32.124632,34.800929,40.6
2020,1,31,2,22,53,32.124541,34.800968,34.7
2020,1,31,2,23,24,32.124511,34.80093,35.3
2020,1,31,2,23,54,32.124481,34.800835,35.8
2020,1,31,2,24,24,32.12455,34.800961,29.5
2020,1,31,2,24,55,32.124683,34.800947,29.9
2020,1,31,2,25,25,32.124614,34.800882,31.1
2020,1,31,2,25,55,32.124616,34.800907,39.7
2020,1,31,2,26,26,32.124658,34.801083,42.4
2020,1,31,2,26,56,32.124568,34.80108,44.8
2020,1,31,2,27,26,32.124571,34.801018,51.3
2020,1,31,2,27,57,32.12464,34.800897,52.1
2020,1,31,2,28,27,32.124504,34.801002,50.1
2020,1,31,2,28,57,32.124701,34.800831,49.2
2020,1,31,2,29,28,32.124894,34.801103,52.7
2020,1,31,2,29,58,32.124502,34.800954,51.4
2020,1,31,2,30,28,32.12462,34.801241,52.9
2020,1,31,2,30,59,32.124734,34.801054,49.9
2020,1,31,2,31,29,32.124616,34.800913,52.2
2020,1,31,2,31,59,32.124592,34.801003,51.8
2020,1,31,2,32,30,32.124624,34.800957,52.2
2020,1,31,2,33,0,32.124946,34.801113,58.9
2020,1,31,2,33,30,32.12473,34.800912,51.6
2020,1,31,2,34,1,32.124484,34.800814,49.3
2020,1,31,2,34,31,32.124679,34.801027,50.8
2020,1,31,2,35,1,32.124648,34.800952,46.1
2020,1,31,2,35,32,32.124624,34.800967,46.8
2020,1,31,2,36,2,32.124662,34.801014,47.8
2020,1,31,2,36,32,32.124792,34.801105,46.1
2020,1,31,2,37,3,32.124657,34.801396,60.8
2020,1,31,2,37,33,32.124451,34.801084,58
2020,1,31,2,38,3,32.124582,34.800901,58
2020,1,31,2,38,34,32.124495,34.800938,58
2020,1,31,2,39,4,32.124811,34.801104,56
2020,1,31,2,39,34,32.124494,34.801073,71.3
2020,1,31,2,40,5,32.124476,34.801045,67.6
2020,1,31,2,40,35,32.124508,34.800933,65.4
2020,1,31,2,41,5,32.124542,34.800949,59.7
2020,1,31,2,41,36,32.124979,34.801464,67.6
2020,1,31,2,42,6,32.124584,34.800829,67.7
2020,1,31,2,42,36,32.125035,34.801681,63.3
2020,1,31,2,43,7,32.124609,34.801201,68.7
2020,1,31,2,43,37,32.124465,34.801093,66.3
2020,1,31,2,44,7,32.124781,34.800961,61
2020,1,31,2,44,38,32.124654,34.80087,58.4
2020,1,31,2,45,8,32.124672,34.800925,54.6
2020,1,31,2,45,38,32.124689,34.8011,46.7
2020,1,31,2,46,8,32.124645,34.800721,39.3
2020,1,31,2,46,39,32.124831,34.801108,40.6
2020,1,31,2,47,9,32.125101,34.801047,46.3
2020,1,31,2,47,40,32.124817,34.801199,44.5
2020,1,31,2,48,10,32.125029,34.801133,39.5
2020,1,31,2,48,40,32.124981,34.801182,39.1
2020,1,31,2,49,11,32.125001,34.801313,40.8
2020,1,31,2,49,41,32.124747,34.801169,37.5
2020,1,31,2,50,11,32.124973,34.801611,39.4
2020,1,31,2,50,42,32.125073,34.801262,41.1
2020,1,31,2,51,12,32.124912,34.801022,40.9
2020,1,31,2,51,42,32.124925,34.801068,42.8
2020,1,31,2,52,13,32.124693,34.800662,44.9
2020,1,31,2,52,43,32.124817,34.801053,42.8
2020,1,31,2,53,13,32.125052,34.801253,42.3
2020,1,31,2,53,44,32.124855,34.801162,41.2
2020,1,31,2,54,14,32.125104,34.801359,42.8
2020,1,31,2,54,44,32.125004,34.801357,42.1
2020,1,31,2,55,15,32.124626,34.800975,45.2
2020,1,31,2,55,45,32.124579,34.800842,39.5
2020,1,31,2,56,15,32.124778,34.80095,38.4
2020,1,31,2,56,46,32.124677,34.800883,38
2020,1,31,2,57,16,32.124548,34.800837,37
2020,1,31,2,57,46,32.124788,34.800969,39.8
2020,1,31,2,58,17,32.124525,34.801139,39.2
2020,1,31,2,58,47,32.12459,34.800984,37.9
2020,1,31,2,59,17,32.1247,34.800863,37.6
2020,1,31,2,59,48,32.124556,34.80084,35.9
2020,1,31,3,0,18,32.124732,34.801008,36.6
2020,1,31,3,0,48,32.124673,34.800979,34.7
2020,1,31,3,1,19,32.124815,34.801071,42.5
2020,1,31,3,1,49,32.124471,34.800922,43.2
2020,1,31,3,2,19,32.124696,34.800965,45
2020,1,31,3,2,50,32.124952,34.80113,46
2020,1,31,3,3,20,32.124796,34.800924,46.3
2020,1,31,3,3,50,32.124594,34.801138,46.3
2020,1,31,3,4,21,32.124581,34.801194,45.5
2020,1,31,3,4,51,32.124593,34.800998,44.2
2020,1,31,3,5,21,32.12462,34.800726,47.8
2020,1,31,3,5,51,32.124319,34.801733,47.1
2020,1,31,3,6,22,32.124179,34.801976,47.7
2020,1,31,3,6,52,32.123413,34.801802,46
2020,1,31,3,8,23,32.124003,34.802393,45.8
2020,1,31,3,8,54,32.122559,34.802096,45.2
2020,1,31,3,9,24,32.12281,34.801994,45.7
2020,1,31,3,9,54,32.122604,34.801518,42.5
2020,1,31,3,10,24,32.122167,34.801552,42.4
2020,1,31,3,10,55,32.121984,34.801567,41.8
2020,1,31,3,11,25,32.122155,34.801473,40.8
2020,1,31,3,11,55,32.122036,34.801238,38.1
2020,1,31,3,12,26,32.121908,34.802127,36.7
2020,1,31,3,12,56,32.121742,34.80312,38.4
2020,1,31,3,13,27,32.122124,34.803976,37.1
2020,1,31,3,13,57,32.122463,34.804353,37.4
2020,1,31,3,14,27,32.12291,34.804309,36.7
2020,1,31,3,14,57,32.123765,34.805792,37.6
2020,1,31,3,15,28,32.123586,34.805932,36.7
2020,1,31,3,15,58,32.123881,34.807052,39
2020,1,31,3,16,29,32.124083,34.807807,42.5
2020,1,31,3,16,59,32.124351,34.807887,40.4
2020,1,31,3,17,29,32.12434,34.807878,40.8
2020,1,31,3,18,0,32.124445,34.807845,38.5
2020,1,31,3,18,30,32.123675,34.80812,40
2020,1,31,3,19,0,32.123169,34.808702,41
2020,1,31,3,19,31,32.121642,34.808513,37.9
2020,1,31,3,20,1,32.120727,34.809066,36.4
2020,1,31,3,20,31,32.120061,34.80848,38
2020,1,31,3,21,2,32.12026,34.809556,37.2
2020,1,31,3,21,32,32.118891,34.809588,38.2
2020,1,31,3,22,2,32.116957,34.809456,37.4
2020,1,31,3,22,33,32.117262,34.809257,40.1
2020,1,31,3,23,3,32.117252,34.809375,41.1
2020,1,31,3,23,33,32.117326,34.80948,39.9
2020,1,31,3,24,4,32.117251,34.80931,39.6
2020,1,31,3,24,34,32.117437,34.809116,42.1
2020,1,31,3,25,4,32.117147,34.809572,42.3
2020,1,31,3,25,35,32.11724,34.809516,42.4
2020,1,31,3,26,5,32.117368,34.809276,42.4
2020,1,31,3,26,35,32.117246,34.80955,43.4
2020,1,31,3,27,6,32.117435,34.809382,48.3
2020,1,31,3,27,36,32.117245,34.809552,51.4
2020,1,31,3,28,6,32.117272,34.809308,50.7
2020,1,31,3,28,37,32.117258,34.809397,50.5
2020,1,31,3,29,7,32.117292,34.809355,51.5
2020,1,31,3,29,37,32.117283,34.809228,50.4
2020,1,31,3,30,8,32.11721,34.809308,52.9
2020,1,31,3,30,38,32.117294,34.809353,49.1
2020,1,31,3,31,8,32.117171,34.809354,51.9
2020,1,31,3,31,39,32.117311,34.809239,53
2020,1,31,3,32,9,32.117377,34.809323,56.2
2020,1,31,3,32,39,32.117287,34.80935,58
2020,1,31,3,33,10,32.117373,34.809293,54.3
2020,1,31,3,33,40,32.11723,34.809308,49.3
2020,1,31,3,34,10,32.117305,34.809371,53
2020,1,31,3,35,11,32.117264,34.80929,52.3
2020,1,31,3,35,41,32.117197,34.80953,50.9
2020,1,31,3,36,12,32.117166,34.809327,49.3
2020,1,31,3,36,42,32.117184,34.809492,50.1
2020,1,31,3,37,43,32.114701,34.80968,49.5
2020,1,31,3,38,13,32.113922,34.809481,47.4
2020,1,31,3,38,43,32.112689,34.808674,50.7
2020,1,31,3,39,14,32.111195,34.808463,53.1
2020,1,31,3,39,44,32.110996,34.808376,63.6
2020,1,31,3,40,14,32.111126,34.808181,66
2020,1,31,19,11,33,32.112878,34.808859,68.2
2020,1,31,19,12,3,32.113835,34.809559,61.9
2020,1,31,19,12,34,32.113703,34.809504,58.9
2020,1,31,19,13,4,32.114086,34.809618,53.7
2020,1,31,19,13,34,32.113947,34.809623,49.2
2020,1,31,19,14,5,32.113969,34.809582,44.8
2020,1,31,19,14,35,32.113913,34.809592,44.5
2020,1,31,19,15,6,32.113773,34.809495,43.4
2020,1,31,19,15,36,32.113794,34.809661,40
2020,1,31,19,16,6,32.113733,34.809518,40
2020,1,31,19,16,37,32.11381,34.809617,40.7
2020,1,31,19,17,7,32.113552,34.809659,40.7
2020,1,31,19,17,37,32.1137,34.809492,45
2020,1,31,19,18,8,32.114133,34.809601,42
2020,1,31,19,18,38,32.11372,34.809477,46.1
2020,1,31,19,19,8,32.113969,34.809571,45.8
2020,1,31,19,19,39,32.113801,34.809668,45.1
2020,1,31,19,20,9,32.113982,34.809562,48.8
2020,1,31,19,20,40,32.113875,34.809591,48.2
2020,1,31,19,21,10,32.113735,34.809753,50
2020,1,31,19,21,40,32.113736,34.809618,48.1
2020,1,31,19,22,41,32.114213,34.80948,48
2020,1,31,19,23,11,32.113944,34.809633,47.5
2020,1,31,19,23,42,32.11393,34.809501,51.2
2020,1,31,19,24,12,32.113982,34.809678,56.4
2020,1,31,19,24,43,32.114109,34.809695,56.5
2020,1,31,19,25,13,32.11409,34.809586,58.2
2020,1,31,19,25,43,32.113818,34.809701,53
2020,1,31,19,26,14,32.113739,34.809678,50.6
2020,1,31,19,26,44,32.113985,34.809482,51.4
2020,1,31,19,27,14,32.113946,34.809599,51.7
2020,1,31,19,27,45,32.113846,34.809681,52.6
2020,1,31,19,28,15,32.114104,34.809413,53.1
2020,1,31,19,28,45,32.113861,34.809577,52.1
2020,1,31,19,29,16,32.113939,34.809474,52.9
2020,1,31,19,29,46,32.113837,34.809631,53.8
2020,1,31,19,30,17,32.114207,34.809303,55
2020,1,31,19,30,47,32.114042,34.809668,49.7
2020,1,31,19,31,17,32.113824,34.809456,49.5
2020,1,31,19,31,48,32.113692,34.809575,49.6
2020,1,31,19,32,18,32.113919,34.809654,48.9
2020,1,31,19,32,48,32.113939,34.809569,46.7
2020,1,31,19,33,19,32.114003,34.809545,46.5
2020,1,31,19,33,49,32.113858,34.809716,45.1
2020,1,31,19,34,50,32.113758,34.809566,44.5
2020,1,31,19,35,20,32.113931,34.809529,42.8
2020,1,31,19,35,51,32.113926,34.809616,44.1
2020,1,31,19,36,21,32.113826,34.809435,45.2
2020,1,31,19,36,51,32.113851,34.809552,49.1
2020,1,31,19,37,22,32.113722,34.809582,49.3
2020,1,31,19,37,52,32.113795,34.809476,51.4
2020,1,31,19,38,23,32.113953,34.80956,51.8
2020,1,31,19,39,23,32.113839,34.8097,48.4
2020,1,31,19,39,54,32.113916,34.809766,49
2020,1,31,19,40,24,32.114031,34.809679,49.6
2020,1,31,19,40,54,32.113889,34.809626,48.8
2020,1,31,19,41,25,32.113694,34.810026,46.9
2020,1,31,19,41,55,32.11404,34.809645,47.4
2020,1,31,19,42,25,32.113957,34.809579,47.2
2020,1,31,19,42,56,32.113834,34.809474,44.2
2020,1,31,19,43,26,32.114072,34.809612,43.3
2020,1,31,19,43,57,32.113852,34.809705,42.8
2020,1,31,19,44,27,32.114016,34.809575,44
2020,1,31,19,44,57,32.114035,34.809682,43.3
2020,1,31,19,45,28,32.114046,34.809686,43.2
2020,1,31,19,45,58,32.113801,34.809508,41.9
2020,1,31,19,46,28,32.11379,34.809692,46.2
2020,1,31,19,46,59,32.11318,34.809143,52.3
2020,1,31,19,47,29,32.111723,34.808539,54
2020,1,31,19,48,0,32.111325,34.808276,52.9
2020,1,31,19,48,30,32.111242,34.808521,49.8
2020,1,31,19,49,0,32.111207,34.808322,47.4
2020,1,31,19,49,31,32.111258,34.808266,47
2020,1,31,19,51,32,32.111101,34.808367,48.3
2020,1,31,19,52,3,32.111206,34.808262,54.3
2020,1,31,19,52,33,32.111267,34.808177,53.2
2020,1,31,19,53,3,32.11149,34.808128,49.6
2020,1,31,19,53,34,32.111122,34.808438,53.7
2020,1,31,19,54,4,32.111284,34.808293,58
2020,1,31,19,54,34,32.11123,34.807957,57.7
2020,1,31,19,55,5,32.111273,34.808359,56.1
2020,1,31,19,55,35,32.111259,34.808108,65.9
2020,1,31,19,56,5,32.111334,34.808126,63.1
2020,1,31,19,56,36,32.111109,34.808034,64.6
2020,1,31,19,57,6,32.111205,34.808519,64.9
2020,1,31,19,57,37,32.111169,34.808334,59.4
2020,1,31,19,58,7,32.111361,34.807846,58.9
2020,1,31,19,58,37,32.111261,34.808229,59.8
2020,1,31,19,59,8,32.111327,34.8082,60.3
2020,1,31,19,59,38,32.111358,34.808386,58.7
2020,1,31,20,0,8,32.111502,34.808223,59.9
2020,1,31,20,0,39,32.111398,34.80852,59
2020,1,31,20,2,10,32.111488,34.808482,57.2
2020,1,31,20,2,40,32.111249,34.808551,56.5
2020,1,31,20,3,11,32.111175,34.808226,57.3
2020,1,31,21,45,27,32.111166,34.808262,57.2
2020,1,31,21,45,57,32.111292,34.808388,57.4
2020,1,31,21,46,58,32.111327,34.80861,56.9
2020,1,31,21,47,28,32.111185,34.808252,55.2
2020,1,31,21,48,29,32.11124,34.808366,58
2020,1,31,21,49,30,32.111096,34.808282,57.7
2020,1,31,21,50,0,32.111357,34.808156,57.2
2020,1,31,21,50,30,32.111337,34.808245,59.3
2020,1,31,21,51,1,32.111105,34.808248,59.3
2020,1,31,21,51,31,32.111128,34.80807,60.3
2020,1,31,21,52,1,32.111077,34.808263,62
2020,1,31,21,52,32,32.110846,34.808095,61.8
2020,1,31,21,53,2,32.111294,34.80817,60.2
2020,1,31,21,53,33,32.111139,34.808206,60.4
2020,1,31,21,54,3,32.111214,34.807966,61.2
2020,1,31,21,54,33,32.111224,34.808013,61.5
2020,1,31,21,55,4,32.111283,34.808376,61
2020,1,31,21,55,34,32.112359,34.808781,62.7
2020,1,31,21,56,4,32.112621,34.808609,61.5
2020,1,31,21,56,35,32.112593,34.808926,60
2020,1,31,21,57,5,32.112635,34.808668,57.4
2020,1,31,21,57,36,32.113648,34.809634,58
2020,1,31,21,58,6,32.113683,34.809758,57.4
2020,1,31,21,58,36,32.113947,34.809644,55.7
2020,1,31,21,59,7,32.113861,34.809545,54.6
2020,1,31,21,59,37,32.113885,34.809512,53.2
2020,1,31,22,0,8,32.113852,34.809648,51.9
2020,1,31,22,0,38,32.113866,34.809502,52.9
2020,1,31,22,1,8,32.113741,34.809453,50.9
2020,1,31,22,1,39,32.113863,34.809487,51.3
2020,1,31,22,2,9,32.113971,34.809613,51.5
2020,1,31,22,2,39,32.113753,34.809714,49.1
2020,1,31,22,3,10,32.113824,34.80966,48.6
2020,1,31,22,3,40,32.113879,34.809613,49.7
2020,1,31,22,4,11,32.113961,34.809757,49.5
2020,1,31,22,4,41,32.114002,34.809553,49.8
2020,1,31,22,5,11,32.11383,34.8097,48.4
2020,1,31,22,5,42,32.113806,34.809725,49.6
2020,1,31,22,6,12,32.113921,34.809759,46.6
2020,1,31,22,6,42,32.11425,34.809685,45.4
2020,1,31,22,7,13,32.11407,34.809639,43.2
2020,1,31,22,7,43,32.113965,34.809571,44.2
2020,1,31,22,8,14,32.114004,34.809599,44
2020,1,31,22,8,44,32.113899,34.809576,45.6
2020,1,31,22,9,14,32.113888,34.809529,44.3
2020,1,31,22,9,45,32.113848,34.809744,44
2020,1,31,22,10,15,32.114068,34.809602,46
2020,1,31,22,10,46,32.114035,34.809564,45.5
2020,1,31,22,11,16,32.113983,34.809661,45.2
2020,1,31,22,11,46,32.11397,34.809679,47.1
2020,1,31,22,12,17,32.11418,34.809545,46.6
2020,1,31,22,12,47,32.112351,34.808966,48
2020,1,31,22,13,17,32.111118,34.807938,51.8
2020,1,31,22,13,48,32.111188,34.808142,50.9
2020,1,31,22,14,18,32.111337,34.808105,49.8
2020,1,31,22,14,49,32.110726,34.808331,48.9
2020,1,31,22,15,19,32.111025,34.808349,49.4
2020,1,31,22,15,49,32.110951,34.808165,48.5
2020,1,31,22,16,20,32.11129,34.808415,49.1
2020,1,31,22,16,50,32.111462,34.808389,48.7
2020,1,31,22,17,20,32.111231,34.808207,49
2020,1,31,22,17,51,32.111265,34.808246,48.5
2020,1,31,22,18,21,32.111641,34.808474,47.8
2020,2,1,19,24,41,32.11134,34.808288,51.8
2020,2,1,19,26,12,32.111169,34.808566,52.6
2020,2,1,19,26,43,32.111051,34.808335,51.4
2020,2,1,19,27,13,32.111341,34.808189,52
2020,2,1,19,27,43,32.111471,34.808442,52.7
2020,2,1,19,28,14,32.110997,34.808146,53.5
2020,2,1,19,28,44,32.111059,34.808256,53
2020,2,1,19,29,15,32.111419,34.8083,52.5
2020,2,1,19,29,45,32.11139,34.808395,54.5
2020,2,1,19,30,16,32.111517,34.808163,56.9
2020,2,1,19,30,46,32.111301,34.808213,56.4
2020,2,1,19,31,17,32.110879,34.80907,57.1
2020,2,1,19,31,47,32.111236,34.80801,57.8
2020,2,1,19,32,17,32.111232,34.808336,57.8
2020,2,1,19,32,48,32.111093,34.808673,53.8
2020,2,1,19,33,18,32.111326,34.808495,51.6
2020,2,1,19,33,49,32.111079,34.808302,50.2
2020,2,1,19,34,19,32.111305,34.808348,53.4
2020,2,1,19,34,50,32.111259,34.808407,51.1
2020,2,1,19,35,20,32.111346,34.808197,48
2020,2,1,19,35,51,32.111056,34.808624,46.5
2020,2,1,19,36,21,32.111583,34.80806,49.9
2020,2,1,19,36,51,32.111208,34.808215,48.2
2020,2,1,19,38,23,32.111551,34.80842,48.3
2020,2,1,19,38,53,32.109981,34.81061,46
2020,2,1,19,39,24,32.110996,34.808208,43.6
2020,2,1,19,39,54,32.111345,34.808213,46.7
2020,2,1,19,40,24,32.11141,34.808305,46.4
2020,2,1,19,40,55,32.111301,34.808098,45.7
2020,2,1,19,41,25,32.111215,34.808116,47.3
2020,2,1,19,41,56,32.111219,34.808349,48.8
2020,2,1,19,42,26,32.111327,34.808336,52.9
2020,2,1,19,42,57,32.111432,34.808103,53.1
2020,2,1,19,43,27,32.111335,34.807983,57.5
2020,2,1,19,43,58,32.111266,34.80831,54.6
2020,2,1,19,44,28,32.111194,34.808027,56.6
2020,2,1,19,44,58,32.111233,34.808153,56.3
2020,2,1,19,45,29,32.111322,34.808068,55.3
2020,2,1,19,45,59,32.111317,34.80822,58.5
2020,2,1,19,46,30,32.111248,34.808005,64.6
2020,2,1,19,47,0,32.111299,34.808359,61.7
2020,2,1,19,47,31,32.111362,34.808216,68.1
2020,2,1,19,48,1,32.111279,34.808096,71.9
2020,2,1,19,48,31,32.111359,34.808115,72.1
2020,2,1,19,49,2,32.111151,34.808356,68
2020,2,1,19,49,32,32.111367,34.808093,63.5
2020,2,1,19,50,3,32.111337,34.808223,61.2
2020,2,1,19,50,33,32.111226,34.80815,60.2
2020,2,1,19,51,4,32.11167,34.808029,61.2
2020,2,1,19,51,34,32.111216,34.808278,61.1
2020,2,1,19,52,5,32.111222,34.808175,61.5
2020,2,1,19,52,35,32.111315,34.808184,62.6
2020,2,1,19,53,5,32.11149,34.808057,66.6
2020,2,1,19,53,36,32.111177,34.808309,64.2
2020,2,1,19,54,6,32.11142,34.80828,62.2
2020,2,1,19,54,37,32.111314,34.808015,63.8
2020,2,1,19,55,7,32.111305,34.808344,62
2020,2,1,19,55,38,32.111492,34.808428,62.2
2020,2,1,19,56,8,32.111381,34.808195,62.3
2020,2,1,19,56,39,32.111311,34.808299,59.1
2020,2,1,19,57,9,32.111288,34.808116,59.9
2020,2,1,19,57,39,32.111124,34.808206,60.9
2020,2,1,19,58,10,32.111059,34.808327,61.1
2020,2,1,19,58,40,32.111068,34.808155,63.4
2020,2,1,19,59,11,32.111027,34.808239,62
2020,2,1,19,59,41,32.111276,34.808257,61.7
2020,2,1,20,0,12,32.111279,34.8081,66.7
2020,2,1,20,1,13,32.111219,34.808146,63.8
2020,2,1,20,1,43,32.111118,34.808343,68.4
2020,2,1,20,2,13,32.111354,34.808235,67.7
2020,2,1,20,2,44,32.111369,34.808188,66.2
2020,2,1,20,3,14,32.111232,34.808266,66.5
2020,2,1,20,3,45,32.111074,34.808309,64.2
2020,2,1,20,4,15,32.111294,34.808086,59.1
2020,2,1,20,4,46,32.111276,34.808301,61.7
2020,2,1,20,5,16,32.111318,34.808254,62.1
2020,2,1,20,5,46,32.111264,34.808246,62.6
2020,2,1,20,6,17,32.111235,34.808147,64.2
2020,2,1,20,6,47,32.111256,34.80829,63.8
